Compliance Status,Building ID,Building Name,Site Address,Site Zip,Year Built,"Floor Area 
(sf)",Primary Property Type ,ENERGY STAR Score,Certified or Verified?,"Site EUI 
(kBtu/sf)","Weather Normalized  Site EUI 
(kBtu/sf)",Source EUI (kBtu/sf),Weather Normalized Source EUI (kBtu/sf),"Electricity Generated from Onsite Renewable Systems 
(kWh)","Total GHG Emissions 
(Metric Tons CO2e)"
Compliant,1S2E07BB-13300-B1,Cascadia Plaza,2415 SE 43RD AVE,97215,1911,"22,000",Urgent Care/Clinic/Other Outpatient,Not Available,,69.6,70.6,168.7,169,,122.2
Compliant,1S2E08AD-12900-B1,Powell Street Station,7901 SE POWELL BLVD,97206,1989,"100,000",Strip Mall,Not Available,,86.2,88.1,146.5,147.6,,566.6
Compliant,1S2E09BB-5100-B1,Fubonn Shopping Center,2850 SE 82ND AVE,97266,2006,"90,000",Enclosed Mall,Not Available,,154.3,156.1,331.8,333.7,,1034.4
Compliant,1S2E09CC-102-B1,00432-Century 16 Eastport Plaza,4040 SE 82ND AVE,97266,1998,"59,174",Movie Theater,Not Available,,70.2,70.9,174.3,173.7,,336.2
Compliant,1S2E09CC-108-B1,LA Fitness - Portland - SE 82nd,4140 SE 82nd Ave,97266,1998,"55,068",Other - Services,Not Available,,56.3,55.7,157.6,155.9,,270.1
Compliant,1S2E09DA-5000-B3,Emergency Coordination Center,3732 SE 99TH AVE,97266,2002,"28,540",Office,Not Available,,59.3,59.3,160.6,160.6,"25,291",139.9
Compliant,1S2E09DB-400-B2,3550 SE 92nd Ave,3550 SE 92ND AVE,97266,1966,"41,000",Bowling Alley,Not Available,,121.3,123.1,246.9,248.9,,359.4
Compliant,1S2E11BB-4100-B3,South Powellhurst,2900 SE 122ND AVE,97236,2006,"58,616",Other - Education,Not Available,,52.4,58.3,103.8,112,,218.7
Compliant,1S2E16DB-7300-B1,PDC5,5716 SE 92ND AVE,97266,1974,"35,102",Other - Restaurant/Bar,Not Available,,104.4,105.9,154.9,156,,225.5
Compliant,1S2E16DB-8000-B1,Wattles Club,9330 SE HAROLD ST,97266,2000,"25,024",Other - Education,Not Available,,40.4,42.6,75.8,78,,69.9
Compliant,1S2E17BD-400-B1,R00209,5051 WI/ SE 71ST AVE,97206,N/A,"23,938",Other - Technology/Science,Not Available,,168.6,168.6,472.1,472.1,,351.7
Compliant,1S2E17DB-12600-B1,Mt. Scott CC,5530 SE 72nd Ave,97206,1926,"60,744",Social/Meeting Hall,Not Available,,238,245.5,364.4,372.3,,903.1
Compliant,1S3E06CC-3200-B1,Division Street 13,16603 SE DIVISION ST,97236,1997,"56,986",Movie Theater,Not Available,,76.8,79.9,179.5,180.5,,341.9
Compliant,1S3E07AB-7300-B1,17420 SE Division Street,17420 SE DIVISION ST,97236,1960,"23,800",Other - Mall,Not Available,,78.4,76.4,218.2,212.8,,161.9
Compliant,2N1E33-100-B1,Burlington Coat Factory 451,12045 N Parker Ave,97217,2013,"70,501",Other - Mall,Not Available,,24,24.2,67.1,67.8,,147.1
Compliant,2N1E33-100-B10,"Jantzen Beach Center - Units 21, 22, 39, 23 & 24",1555 N TOMAHAWK IS DR,97217,2013,"104,794",Other - Mall,Not Available,,39.9,40.1,101.7,100.9,,343.7
Compliant,2N1E33-100-B14,"Jantzen Beach Center - Units 32, 34, 35, 36, 37, 38, 2, 3, 4, 5, 6, 7, 8, 9, &10",12135 N Parker Ave,97217,1997,"97,639",Other - Mall,Not Available,,80.6,80.7,194,192.8,,625.4
Compliant,2N1E33-200-B1,Portland Metropolitan Expo Center,2060 WI/ N MARINE DR,97217,1925,"413,450",Convention Center,Not Available,,42.7,44.6,87.2,89.2,,1278.7
Compliant,2N1E33B-600-B1,Manheim Portland,3000 N HAYDEN IS DR,97217,2005,"55,364",Automobile Dealership,Not Available,,91.2,95.2,156.6,142.7,"163,750",333.6
Compliant,Campus-1,Campus 1,3203 SE WOODSTOCK BLVD,97202,2012,"824,021",Other,Not Available,,103.6,108.7,169.3,174.1,,5504.9
Compliant,Campus-13,Legacy Holladay Park Lab and Research,1225 NE 2ND AVE,97232,1981,"237,563",Laboratory,Not Available,,298.7,301.1,535.3,534.2,,4792.7
Compliant,Campus-14,FAB & EB,1900 SW 4TH AVE,97201,N/A,"312,309",College/University,Not Available,,87.7,87.7,243.7,243.7,,2374.7
Compliant,Campus-15,Sylvania Campus,11900 SW 49TH AVE,97219,2007,"885,207",College/University,Not Available,,91.9,95,165.7,169,,5511.5
Compliant,Campus-17,Concordia Universty (Combined Metered Bldgs),2811 NE HOLMAN ST,97211,2009,"210,600",Adult Education,Not Available,,67,70,129.7,132.8,,992.2
Compliant,Campus-18,Various,8435 NE GLISAN ST,97220,2013,"133,000",Adult Education,Not Available,,63.2,66.1,116.1,119.2,,575.2
Compliant,Campus-19,Campus - areas served by steam plant,5000 N WILLAMETTE BLVD,97203,2009,"670,752",College/University,Not Available,,79.9,82.9,136.1,139.2,,3527
Compliant,Campus-20,Oregon Zoo,4001 SW CANYON RD,97221,1959,"319,040",Other,Not Available,,168.2,173,322.8,327.8,"256,705",3711.4
Compliant,Campus-24,701XX002 - Main Office Campus for PGE Benchmarking,3800 SE 22ND AVE,97202,2000,"306,000",Office,Not Available,,121.4,123.1,308.9,310.7,,3052.7
Compliant,Campus-28,White Stag Block,5 NW NAITO PKWY,97209,1907,"137,000",College/University,Not Available,,42,42.8,90.4,90.6,,428.7
Compliant,Campus-3,Lewis & Clark College,0615 SW PALATINE HILL RD,97219,2012,"1,303,887",College/University,Not Available,,78.2,82.5,132.5,137.7,,6691.4
Compliant,Campus-30,DeSoto Building,720 NW DAVIS ST,97209,N/A,"50,467",Office,Not Available,,49.5,50,122.6,122.6,,201.9
Compliant,Campus-31,Columbia Square,111 SW COLUMBIA ST,97201,1981,"336,919",Office,Not Available,,55.3,55.5,153.6,154.2,,1615.1
Compliant,Campus-33,Merchant Hotel,222 NW DAVIS ST,97209,1880,"78,780",Office,Not Available,,23.9,24.6,53.9,54.6,,144.1
Compliant,Campus-34,Cascade Moriarty Arts& Humanities,735 N KILLINGSWORTH ST,97217,1910,"47,490",College/University,Not Available,,88.9,90.6,211.4,213.2,,333.2
Compliant,Campus-35,Midway Plaza,2510-2514 SE 122ND AVE,97236,1959,"44,526",Strip Mall,Not Available,,57.6,56.4,160.6,157.2,,222.8
Compliant,Campus-36,SE Campus CHAX & Admin.,7901 SE DIVISION ST,97206,2000,"29,424",College/University,Not Available,,41.4,42.3,115.8,118.4,,106
Compliant,Campus-37,"Technology & Arts Block, LLC",125-135 NW 5TH AVE,97209,1905,"74,150",Office,Not Available,,57.6,58.4,135.6,136.4,,335.1
Compliant,Campus-38,World Forestry Center,4033 SW CANYON RD,97221,2005,"29,429",Museum,Not Available,,66.4,68.9,125.6,128.2,,135.8
Compliant,Campus-39,Meriwether Overton B,1315 NW OVERTON ST,97209,1971,"20,000",Other,Not Available,,12.6,12.6,35.2,35.2,,21.9
Compliant,Campus-4,Portland State University - Buildings on Loop systems,1025 SW MILL ST,97201,1969,"2,064,919",College/University,Not Available,,66.1,68.6,131.5,133.7,,9741.1
Compliant,Campus-40,205 Place,9710-9740 SE WASHINGTON ST,97216,1991,"47,260",Strip Mall,Not Available,,100.7,102.4,219.2,219.6,,356.9
Compliant,Campus-41,Pearl Place,140 NW 14TH AVE,97209,1972,"50,023",Other,Not Available,,147.3,148.3,266.8,266,,500.4
Compliant,Campus-42,Broadway,1430 SW BROADWAY,97201,1972,"32,005",Office,Not Available,,49.4,50.1,126.8,127.4,,130.6
Compliant,Campus-43,Campus 43- McGuire Auditorium/EGTVEDT HALL,2219 SE 68TH AVE,97215,1977,"41,952",College/University,Not Available,,89.7,92.6,180.6,184.9,,270.4
Compliant,Campus-45,Powell's City of Books,1035 W BURNSIDE ST,97209,1917,"110,000",Other - Mall,Not Available,,55,54.6,150.3,148.5,,519.3
Compliant,Campus-46,Pioneer Place Campus,340 SW MORRISON ST,97204,1999,"373,278",Enclosed Mall,Not Available,,53.1,53.1,138.5,138.5,,1653.2
Compliant,Campus-49,Century Plaza,1201 SW 12TH AVE,97205,1966,"68,834",Office,Not Available,,84.3,88.5,152.8,157.3,,394.2
Compliant,Campus-51,Goldsmith Blocks,10 NW 5TH AVE,97209,1890,"63,000",Other,Not Available,,29,29,81.1,81.1,,159
Compliant,Campus-52,Oregon Historical Society,1230 SW PARK AVE,97205,1965,"40,000",Museum,Not Available,,382.9,391.8,520.7,527.4,,905.7
Compliant,Campus-53,SE Campus Mt. Tabor / Mt. Scott Building,2305 SE 82ND AVE,97216,2014,"90,773",College/University,Not Available,,93.8,96.3,190.8,192.3,,615
Compliant,Campus-6,adidas Village East,5060 N GREELEY AVE,97217,2003,"132,876",Other,Not Available,,82.2,82.6,218.4,218.8,,921.3
Compliant,1N1W12BC-1200-B2,Water Pollution Control Lab - BES,6543 N BURLINGTON AVE,97203,1997,"39,740",Office,Not Available,,295.8,296.5,502.9,500,,772.9
Compliant,1S1E03CC-200-B1,2112 Building,2112 SW 1ST AVE,97201,1968,"16,230",Office,Not Available,,80.2,82.2,173.8,174.4,,97.4
Exempt,1N2E22BA-6100-B2,Not Available,10721 NE SANDY BLVD,97220,2016,"22,860",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E28DC-100-B4,Not Available,2035 NW FRONT AVE,97209,2017,"297,751",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E28DC-100-B3,Not Available,2035 NW FRONT AVE,97209,2017,"297,751",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N2E29DD-100-B1,Not Available,8000 NE TILLAMOOK ST,97213,2005,"153,840",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E34CC-6300-B1,Not Available,813-817 SW ALDER ST,97205,1912,"49,482",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E29AA-1500-B1,Not Available,3200 NW YEON AVE,97210,1963,"20,353",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1S1E03CA-1000-B1,Not Available,0150 SW MONTGOMERY ST,97201,1986,"65,154",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E34DD-800-B1,Not Available,17 SE 3RD AVE,97214,1916,"95,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1S1E08AA-13200-B1,Not Available,2855 SW PATTON RD,97201,1986,"20,367",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N2E33AD-3900-B1,Not Available,1203-1207 NW GLISAN ST,97209 ,1921,"20,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1S1E20DA-6900-B1,Not Available,2730 SW MULTNOMAH BLVD,97219,1962,"32,401",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1S1E03BC-200-B1,Not Available,1120 SW 5TH AVE,97204,1983,"362,651",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E34CA-11000-B1,Not Available,15 NW 4TH AVE,97209,1907,"24,931",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1S1E02BB-1700-B1,Not Available,509 SE GRAND AVE,97214,1894,"36,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E34CC-3100-B1,Not Available,333 SW PARK AVE,97205,1907,"22,400",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E35CD-2200-B1,Not Available,975 SE SANDY BLVD,97214,1973,"24,056",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1S3E07CD-1700-B2,Not Available,17120 SE POWELL BLVD,97236,1982,"92,132",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Exempt,1N1E35BC-1800-B1,Not Available,827 NE OREGON ST,97232,1947,"27,210",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E03C-300-B1,Not Available,1140 N HAYDEN MEADOWS DR,97217,1982,"78,279",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E03C-400-B1,Not Available,1160 N HAYDEN MEADOWS DR,97217,2005,"156,232",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E03CB-400-B2,Not Available,1100 N HAYDEN MEADOWS DR,97217,1991,"95,788",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E03CC-200-B2,Not Available,9930 WI/ N WHITAKER RD,97217,N/A,"41,630",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E08BA-18900-B1,Not Available,4430 N TRENTON ST,97203,2006,"22,006",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E09CD-19100-B1,Not Available,2829 N LOMBARD ST,97217 ,1954,"23,350",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E10-200-B29,Not Available,1001 N SCHMEER RD,97217,1947,"307,600",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E22AA-80000-B1,Not Available,5225 NE M L KING BLVD,97211,N/A,"45,693",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E25DC-16500-B2,Not Available,3300 NE BROADWAY,97232,1918,"41,969",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E27AB-10600-B2,Not Available,3131 N VANCOUVER AVE,97227,1992,"95,350",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E33AA-2600-B1,Not Available,1104 NW 15TH AVE,97209,1908,"20,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E33AB-100-B1,Not Available,1420-1434 NW 17TH AVE,97209,1978,"21,629",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E34CC-6400-B1,Not Available,801-809 SW ALDER ST,97205,1908,"35,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E34CC-6800-B1,Not Available,521-539 SW BROADWAY,97205,1929,"40,375",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E34CD-9400-B1,Not Available,420-426 SW WASHINGTON ST,97204,1906,"35,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E34DA-3500-B1,Not Available,11 NE M L KING BLVD,97232,2017,"54,392",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E35CB-4400-B1,Not Available,160 NE 6TH AVE,97232,2015,"24,700",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N1E36AA-200-B1,Not Available,4030 NE HALSEY ST,97232,1963,"42,788",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E14C-801-B1,Not Available,12124 NE AINSWORTH CIR,97220,1994,"31,341",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E15D-1100-B1,Not Available,11518 NE GLENN WIDING DR,97220,1996,"58,311",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E15DA-1001-B1,Not Available,11938 NE AIRPORT WAY,97220,1996,"30,992",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E15DA-1002-B1,Not Available,11922 NE AIRPORT WAY,97220,2004,"36,646",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E15DA-600-B1,Not Available,11929 NE AIRPORT WAY,97220,1996,"33,478",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E15DB-1200-B2,Not Available,11250 NE HOLMAN ST,97220,2009,"59,478",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E16-119-B5,Not Available,9721-10263 NE CASCADES PKWY,97220,2013,"225,386",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E16-119-B6,Not Available,9721-10263 NE CASCADES PKWY,97220,2013,"70,159",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E16-123-B1,Not Available,9830 NE CASCADES PKWY,97220,2009,"21,787",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E16B-1103-B1,Not Available,8337 NE ALDERWOOD RD,97220,1999,"21,303",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E17AA-1400-B2,Not Available,7101 NE 82ND AVE,97220 ,1970,"30,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E17AA-1400-B4,Not Available,7101 NE 82ND AVE,97220,1995,"35,328",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E17DA-503-B1,Not Available,6233 NE 78TH CT,97218,1994,"86,251",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E20AD-100-B1,Not Available,4911 NE 82ND AVE,97220,1973,"32,289",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E21AA-1100-B1,Not Available,9727 NE SANDY BLVD,97220,1963,"27,246",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E21AA-700-B1,Not Available,5019 NE 102ND AVE,97220,1999,"33,483",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E21CB-8200-B4,Not Available,8247 NE SANDY BLVD,97220,1978,"25,146",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E22A-400-B1,Not Available,5055 NE 122ND AVE,97230,2000,"24,912",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E24-2403-B1,Not Available,14333 NE WHITAKER WAY,97230,1978,"23,052",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E29CD-600-B1,Not Available,6700 NE BROADWAY,97213,1948,"39,837",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E32DD-200-B1,Not Available,101 SE 82ND AVE,97216,1968,"32,593",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1N2E33DD-8000-B1,Not Available,9707 SE STARK ST,97216,1986,"27,614",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E03AA-4700-B2,Not Available,840 SE 3RD AVE,97214,1910,"38,731",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E03BA-5900-B1,Not Available,732-738 SW 3RD AVE,97204,1914,"28,308",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E03BA-900-B1,Not Available,50 SW MORRISON ST,97204,1962,"83,053",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E03CB-700-B2,Not Available,1621 SW 1ST AVE,97201 ,1983,"193,190",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E03CB-700-B3,Not Available,100 SW Market,97201 ,1969,"119,416",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E03DD-600-B1,Not Available,211 SE CARUTHERS ST,97214,1996,"53,861",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E04AA-6300-B1,Not Available,1119 SW PARK AVE,97205,1926,"99,648",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E04AA-6400-B1,Not Available,1219 SW PARK AVE,97205,1939,"68,834",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E04AB-2000-B1,Not Available,1233 SW 16TH AVE,97205,1948,"41,998",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E11AC-5400-B1,Not Available,3220 SE 19TH AVE,97202,1979,"26,440",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E12CA-300-B1,Not Available,3031 SE POWELL BLVD,97202,1959,"32,808",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S1E15BD-3900-B1,Not Available,5331 SW MACADAM AVE,97239,1974,"92,066",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S2E09CC-107-B1,Not Available,3908 SE 82ND AVE,97266,2000,"35,201",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S2E09CC-107-B5,Not Available,3900 SE 82ND AVE,97266,1980,"94,526",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S2E16CB-4800-B1,Not Available,5420 WI/ SE 82ND AVE,97266,N/A,"36,193",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S2E17AD-500-B1,Not Available,5035 SE 82ND AVE,97266,1969,"39,744",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S2E17AD-600-B2,Not Available,5241-5253 SE 82ND AVE,97266,1967,"100,968",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,1S3E06CC-2901-B5,Not Available,16339 SE DIVISION ST,97236 ,1992,"98,045",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,2N1E33-100-B6,Not Available,1555 N TOMAHAWK IS DR,97217,2013,"38,623",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,2N1E33-100-B7,Not Available,1555 N TOMAHAWK IS DR,97217,2013,"31,563",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,2N1E33D-700-B2,Not Available,1780 N JANTZEN BEACH CTR,97217,1997,"25,427",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,Campus-57,Not Available,839 SE 3RD AVE,97214,1908,"120,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,Campus-58,Not Available,102-104 SE ALDER ST,97214,1915,"40,000",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Non-Compliant,Campus-9,Not Available,611-619 SW 10TH AVE,97205,1908,"129,500",Not Available,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E03CA-400-B1,#651- Portland,945 N HAYDEN MEADOWS DR,97217,2008,"60,000",Wholesale Club/Supercenter,Not Available,,148.1,150.4,371.2,373.6,,723.4
Potential Error(s),1N1E20-109-B2,Daimler Trucks North America Corp 9,4435-4747 N CHANNEL AVE,97217,N/A,"56,714",Office,Not Available,,74.1,75.7,144.8,146.6,,297
Potential Error(s),1N1E24AB-7500-B1,1104-Concordia,5320 NE 33RD AVE,97211,2002,"29,650",Supermarket/Grocery Store,Not Available,,295.2,299.1,582.8,584.9,,622.1
Potential Error(s),1N1E25DD-10200-B1,Hollywood Market Square,4152 NE HANCOCK ST,97212,1950,"30,110",Other - Mall,Not Available,,47.1,Not Available,120.3,Not Available,,116.8
Potential Error(s),1N1E25DD-10500-B1,Hollywood Crossings,4121 NE HALSEY ST,97232,1958,"20,280",Supermarket/Grocery Store,Not Available,,207.5,Not Available,393.5,Not Available,,292.7
Potential Error(s),1N1E28CD-1700-B1,EC Company,2122 NW UPSHUR ST,97210,1978,"63,889",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E28CD-2300-B1,ILK,2055 NW SAVIER ST,97209,2000,"20,000",Distribution Center,Not Available,,1691.5,1691.5,4736.1,4736.1,,2947.4
Potential Error(s),1N1E28CD-2600-B1,1116-Slabtown,2170 NW RALEIGH ST,97210,1952,"28,000",Supermarket/Grocery Store,Not Available,,355.8,364.8,755.4,764.9,,736.9
Potential Error(s),1N1E28CD-2700-B1,Leland James,2175 NW RALEIGH ST,97209,1973,"123,094",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E28DC-2300-B1,Upshur Warehouse,1801 NW UPSHUR ST,97209,1895 ,"70,000",Office,Not Available,,17.2,18,32.7,33.5,,83.8
Potential Error(s),1N1E28DC-5200-B2,Quimby Venture Portland LLC,1500 NW 18TH AVE,97209,1947,"28,787",Other,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E32AD-200-B1,Lovejoy Medical,2525 NW LOVEJOY ST,97210,1965,"88,506",Medical Office,Not Available,,30.3,30.9,82.7,84.3,,230
Potential Error(s),1N1E33AA-2100-B1,North Pearl,1435 NW NORTHRUP ST,97209,1929,"26,000",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E33AD-300-B1,Lovejoy Square North,930 NW 14TH AVE,97209,1978,"28,850",Retail Store,Not Available,,55,55.4,134.3,132.8,,127.2
Potential Error(s),1N1E33BA-6000-B1,Pettygrove,1400 NW 22ND AVE,97210,1930,"45,000",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,0
Potential Error(s),1N1E33CB-500-B2,Flanders PDX,404 NW 23RD AVE,97210,1987,"29,297",Retail Store,Not Available,,20.4,20.4,57,57,,52
Potential Error(s),1N1E33CB-6302-B1,Uptown Retail North,1-39 NW 23RD PL,97210,1950,"43,123",Retail Store,Not Available,,77.8,79.2,188.7,190.2,,267.8
Potential Error(s),1N1E33CB-6601-B1,Uptown Retail South,2310-2360 W BURNSIDE ST,97210,1941,"22,082",Supermarket/Grocery Store,Not Available,,230.7,232.6,562,564.1,,407.8
Potential Error(s),1N1E33DA-2300-B1,Fisk Tire Building,1236 NW FLANDERS ST,97209,1924,"23,018",Mixed Use Property,Not Available,,24.5,25.4,58.1,59,,44.5
Potential Error(s),1N1E33DC-2000-B1,Hotel deLuxe,729 SW 15TH AVE,97205,1913,"68,562",Hotel,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E33DD-2000-B1,Mark Spencer Hotel,409 SW 11TH AVE,97205,1908,"64,127",Hotel,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E33DD-2100-B1,Telegram Building,1101 SW WASHINGTON ST,97205,1923,"32,678",Office,Not Available,,Not Available,Not Available,Not Available,Not Available,,Not Available
Potential Error(s),1N1E33DD-2300-B1,Carlyle Building,521-527 SW 11TH AVE,97205,1909,"15,767",Office,Not Available,,41.6,42,116.4,117.6,,57.1
Potential Error(s),1N1E33DD-300-B1,The Georgia Hotel,302-308 SW 12TH AVE,97205,1909,"29,000",Hotel,Not Available,,93.2,Not Available,170.1,Not Available,,184.3
